m,TagName,
"2012-10-01 00:00:00","perl","686"
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2261"
"2012-11-01 00:00:00","java","13618"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6271"
"2012-11-01 00:00:00","c#","12237"
"2012-11-01 00:00:00","c","3197"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12353"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2131"
"2012-11-01 00:00:00","php","11800"
"2012-11-01 00:00:00","python","6391"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","java","12430"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10956"
"2012-12-01 00:00:00","c","2565"
"2012-12-01 00:00:00","python","5755"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5685"
"2012-12-01 00:00:00","javascript","11743"
"2012-12-01 00:00:00","ruby","1905"
"2012-12-01 00:00:00","php","11086"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","r","1215"
"2013-01-01 00:00:00","java","13722"
"2013-01-01 00:00:00","c#","12765"
"2013-01-01 00:00:00","c","2906"
"2013-01-01 00:00:00","c++","6041"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6569"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","javascript","13798"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12889"
"2013-01-01 00:00:00","ruby","2307"
"2013-02-01 00:00:00","php","12572"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12490"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6067"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6725"
"2013-02-01 00:00:00","c","3094"
"2013-02-01 00:00:00","javascript","13627"
"2013-02-01 00:00:00","perl","748"
"2013-02-01 00:00:00","ruby","2221"
"2013-02-01 00:00:00","java","13707"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15919"
"2013-03-01 00:00:00","c#","14235"
"2013-03-01 00:00:00","c","3442"
"2013-03-01 00:00:00","ruby","2560"
"2013-03-01 00:00:00","c++","7185"
"2013-03-01 00:00:00","php","14153"
"2013-03-01 00:00:00","perl","852"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15304"
"2013-03-01 00:00:00","python","7620"
"2013-03-01 00:00:00","r","1849"
"2013-04-01 00:00:00","c#","13891"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7929"
"2013-04-01 00:00:00","c++","7130"
"2013-04-01 00:00:00","java","16241"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3530"
"2013-04-01 00:00:00","perl","839"
"2013-04-01 00:00:00","javascript","15333"
"2013-04-01 00:00:00","delphi","511"
"2013-04-01 00:00:00","ruby","2464"
"2013-04-01 00:00:00","r","1838"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13443"
"2013-05-01 00:00:00","javascript","15061"
"2013-05-01 00:00:00","java","15294"
"2013-05-01 00:00:00","c#","13481"
"2013-05-01 00:00:00","c","3195"
"2013-05-01 00:00:00","php","13150"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6843"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","ruby","2344"
"2013-05-01 00:00:00","python","7809"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","905"
"2013-05-01 00:00:00","r","1782"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13955"
"2013-06-01 00:00:00","assembly","297"
"2013-06-01 00:00:00","c#","12799"
"2013-06-01 00:00:00","c","2941"
"2013-06-01 00:00:00","c++","6192"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","python","7603"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14629"
"2013-06-01 00:00:00","php","12762"
"2013-06-01 00:00:00","ruby","2225"
"2013-06-01 00:00:00","r","1778"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","c++","6579"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14199"
"2013-07-01 00:00:00","php","14382"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3025"
"2013-07-01 00:00:00","python","8622"
"2013-07-01 00:00:00","javascript","16844"
"2013-07-01 00:00:00","perl","956"
"2013-07-01 00:00:00","java","15226"
"2013-07-01 00:00:00","ruby","2446"
"2013-07-01 00:00:00","r","1975"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16877"
"2013-08-01 00:00:00","assembly","212"
"2013-08-01 00:00:00","c","3010"
"2013-08-01 00:00:00","c#","13870"
"2013-08-01 00:00:00","java","15094"
"2013-08-01 00:00:00","php","14397"
"2013-08-01 00:00:00","c++","6256"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7946"
"2013-08-01 00:00:00","r","1922"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","ruby","2485"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","java","16300"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","php","14320"
"2013-09-01 00:00:00","c++","6566"
"2013-09-01 00:00:00","c#","13778"
"2013-09-01 00:00:00","c","3401"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17740"
"2013-09-01 00:00:00","ruby","2394"
"2013-09-01 00:00:00","perl","686"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7972"
"2013-09-01 00:00:00","r","1714"
"2013-10-01 00:00:00","assembly","379"
"2013-10-01 00:00:00","c++","7984"
"2013-10-01 00:00:00","java","18762"
"2013-10-01 00:00:00","c#","15220"
"2013-10-01 00:00:00","delphi","521"
"2013-10-01 00:00:00","javascript","19783"
"2013-10-01 00:00:00","c","4241"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","815"
"2013-10-01 00:00:00","ruby","2789"
"2013-10-01 00:00:00","r","2094"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15406"
"2013-10-01 00:00:00","python","9498"
"2013-11-01 00:00:00","java","18804"
"2013-11-01 00:00:00","c#","14613"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18548"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c++","8149"
"2013-11-01 00:00:00","c","4293"
"2013-11-01 00:00:00","php","14982"
"2013-11-01 00:00:00","python","9504"
"2013-11-01 00:00:00","ruby","2576"
"2013-11-01 00:00:00","perl","821"
"2013-11-01 00:00:00","swift","6"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2190"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","449"
"2013-12-01 00:00:00","c++","7023"
"2013-12-01 00:00:00","c","3502"
"2013-12-01 00:00:00","java","17495"
"2013-12-01 00:00:00","c#","13645"
"2013-12-01 00:00:00","python","8465"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18063"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","r","1909"
"2013-12-01 00:00:00","ruby","2449"
"2013-12-01 00:00:00","php","14517"
"2014-01-01 00:00:00","php","16886"
"2014-01-01 00:00:00","c#","15354"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7702"
"2014-01-01 00:00:00","python","9847"
"2014-01-01 00:00:00","c","3739"
"2014-01-01 00:00:00","delphi","491"
"2014-01-01 00:00:00","javascript","21159"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18716"
"2014-01-01 00:00:00","ruby","2769"
"2014-01-01 00:00:00","r","2356"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21199"
"2014-02-01 00:00:00","assembly","375"
"2014-02-01 00:00:00","c","3975"
"2014-02-01 00:00:00","c#","15133"
"2014-02-01 00:00:00","java","19307"
"2014-02-01 00:00:00","php","16632"
"2014-02-01 00:00:00","c++","7695"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","796"
"2014-02-01 00:00:00","python","9910"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2611"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","452"
"2014-03-01 00:00:00","c#","16197"
"2014-03-01 00:00:00","python","11428"
"2014-03-01 00:00:00","c++","8677"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22004"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4564"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22686"
"2014-03-01 00:00:00","php","18415"
"2014-03-01 00:00:00","ruby","2950"
"2014-03-01 00:00:00","r","2814"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4017"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15358"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20942"
"2014-04-01 00:00:00","assembly","365"
"2014-04-01 00:00:00","javascript","21478"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2740"
"2014-04-01 00:00:00","php","17793"
"2014-04-01 00:00:00","c++","8143"
"2014-04-01 00:00:00","python","10783"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2749"
"2014-05-01 00:00:00","java","18008"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3270"
"2014-05-01 00:00:00","python","9254"
"2014-05-01 00:00:00","c++","6795"
"2014-05-01 00:00:00","c#","13933"
"2014-05-01 00:00:00","assembly","331"
"2014-05-01 00:00:00","ruby","2681"
"2014-05-01 00:00:00","javascript","19849"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2586"
"2014-05-01 00:00:00","php","14837"
"2014-06-01 00:00:00","java","15950"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","javascript","18338"
"2014-06-01 00:00:00","python","8925"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12526"
"2014-06-01 00:00:00","c","2778"
"2014-06-01 00:00:00","c++","5680"
"2014-06-01 00:00:00","perl","679"
"2014-06-01 00:00:00","php","13098"
"2014-06-01 00:00:00","r","2400"
"2014-06-01 00:00:00","ruby","2338"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2410"
"2014-07-01 00:00:00","javascript","20164"
"2014-07-01 00:00:00","c++","6280"
"2014-07-01 00:00:00","c#","13709"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17409"
"2014-07-01 00:00:00","c","2837"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14345"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","python","9926"
"2014-07-01 00:00:00","r","2639"
"2014-07-01 00:00:00","ruby","2563"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","java","15759"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12511"
"2014-08-01 00:00:00","c","2679"
"2014-08-01 00:00:00","c++","5886"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9124"
"2014-08-01 00:00:00","javascript","18494"
"2014-08-01 00:00:00","r","2477"
"2014-08-01 00:00:00","php","13260"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2469"
"2014-09-01 00:00:00","c#","12331"
"2014-09-01 00:00:00","assembly","285"
"2014-09-01 00:00:00","c++","6201"
"2014-09-01 00:00:00","python","8784"
"2014-09-01 00:00:00","java","16731"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3235"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18151"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","ruby","2280"
"2014-09-01 00:00:00","php","13420"
"2014-09-01 00:00:00","swift","1906"
"2014-09-01 00:00:00","r","2369"
"2014-10-01 00:00:00","c#","12573"
"2014-10-01 00:00:00","javascript","18938"
"2014-10-01 00:00:00","java","17924"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6845"
"2014-10-01 00:00:00","php","13662"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3807"
"2014-10-01 00:00:00","ruby","2344"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9586"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2780"
"2014-11-01 00:00:00","java","17881"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c#","11885"
"2014-11-01 00:00:00","c++","6571"
"2014-11-01 00:00:00","python","9579"
"2014-11-01 00:00:00","c","3676"
"2014-11-01 00:00:00","ruby","2116"
"2014-11-01 00:00:00","javascript","18004"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","swift","2564"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13099"
"2014-11-01 00:00:00","r","2708"
"2014-12-01 00:00:00","c++","6084"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c#","11096"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12407"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9052"
"2014-12-01 00:00:00","c","3156"
"2014-12-01 00:00:00","javascript","17023"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","ruby","2147"
"2014-12-01 00:00:00","java","16403"
"2014-12-01 00:00:00","swift","2492"
"2014-12-01 00:00:00","r","2360"
"2015-01-01 00:00:00","javascript","18552"
"2015-01-01 00:00:00","c","3213"
"2015-01-01 00:00:00","c#","11766"
"2015-01-01 00:00:00","assembly","334"
"2015-01-01 00:00:00","java","16558"
"2015-01-01 00:00:00","c++","6134"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13674"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","python","9687"
"2015-01-01 00:00:00","r","2691"
"2015-01-01 00:00:00","ruby","2432"
"2015-01-01 00:00:00","swift","3058"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16776"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13570"
"2015-02-01 00:00:00","c","3367"
"2015-02-01 00:00:00","c++","6481"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11805"
"2015-02-01 00:00:00","python","10211"
"2015-02-01 00:00:00","javascript","18697"
"2015-02-01 00:00:00","r","2976"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3243"
"2015-03-01 00:00:00","assembly","386"
"2015-03-01 00:00:00","javascript","20570"
"2015-03-01 00:00:00","c","3919"
"2015-03-01 00:00:00","delphi","410"
"2015-03-01 00:00:00","perl","641"
"2015-03-01 00:00:00","c#","13281"
"2015-03-01 00:00:00","java","19799"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","14978"
"2015-03-01 00:00:00","python","11620"
"2015-03-01 00:00:00","r","3566"
"2015-03-01 00:00:00","c++","7396"
"2015-03-01 00:00:00","ruby","2462"
"2015-03-01 00:00:00","swift","3603"
"2015-04-01 00:00:00","php","15035"
"2015-04-01 00:00:00","java","19844"
"2015-04-01 00:00:00","c++","7152"
"2015-04-01 00:00:00","c","3952"
"2015-04-01 00:00:00","javascript","20938"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13106"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11464"
"2015-04-01 00:00:00","perl","577"
"2015-04-01 00:00:00","ruby","2505"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4026"
"2015-04-01 00:00:00","r","3329"
"2015-05-01 00:00:00","java","18568"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6823"
"2015-05-01 00:00:00","javascript","22178"
"2015-05-01 00:00:00","assembly","369"
"2015-05-01 00:00:00","c#","13372"
"2015-05-01 00:00:00","python","11227"
"2015-05-01 00:00:00","c","3524"
"2015-05-01 00:00:00","r","3429"
"2015-05-01 00:00:00","php","14634"
"2015-05-01 00:00:00","ruby","2505"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22646"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","java","17882"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13545"
"2015-06-01 00:00:00","r","3433"
"2015-06-01 00:00:00","c","3171"
"2015-06-01 00:00:00","python","11825"
"2015-06-01 00:00:00","php","14429"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","c++","6523"
"2015-06-01 00:00:00","ruby","2578"
"2015-06-01 00:00:00","swift","4336"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18725"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14139"
"2015-07-01 00:00:00","c++","6712"
"2015-07-01 00:00:00","ruby","2585"
"2015-07-01 00:00:00","c","2816"
"2015-07-01 00:00:00","php","15432"
"2015-07-01 00:00:00","javascript","24007"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","swift","5156"
"2015-07-01 00:00:00","python","12323"
"2015-07-01 00:00:00","r","3984"
"2015-08-01 00:00:00","c#","13238"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","python","11236"
"2015-08-01 00:00:00","c++","5879"
"2015-08-01 00:00:00","java","17113"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","c","2577"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","javascript","22182"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2317"
"2015-08-01 00:00:00","perl","553"
"2015-08-01 00:00:00","swift","5094"
"2015-08-01 00:00:00","php","14290"
"2015-09-01 00:00:00","c","3087"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","javascript","21418"
"2015-09-01 00:00:00","java","16969"
"2015-09-01 00:00:00","go","425"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c#","12926"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","python","10980"
"2015-09-01 00:00:00","php","13552"
"2015-09-01 00:00:00","c++","5915"
"2015-09-01 00:00:00","ruby","2163"
"2015-09-01 00:00:00","swift","4561"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","java","18572"
"2015-10-01 00:00:00","c","3678"
"2015-10-01 00:00:00","c#","12802"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7055"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12499"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","javascript","21841"
"2015-10-01 00:00:00","r","3684"
"2015-10-01 00:00:00","ruby","2194"
"2015-10-01 00:00:00","php","13955"
"2015-10-01 00:00:00","swift","4314"
"2015-11-01 00:00:00","java","17799"
"2015-11-01 00:00:00","javascript","21296"
"2015-11-01 00:00:00","python","12308"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","402"
"2015-11-01 00:00:00","c","3619"
"2015-11-01 00:00:00","c++","7094"
"2015-11-01 00:00:00","c#","12398"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13368"
"2015-11-01 00:00:00","ruby","1958"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3541"
"2015-11-01 00:00:00","swift","4326"
"2015-12-01 00:00:00","java","16576"
"2015-12-01 00:00:00","c#","12156"
"2015-12-01 00:00:00","c++","6566"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21103"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3091"
"2015-12-01 00:00:00","php","13801"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3181"
"2015-12-01 00:00:00","python","11660"
"2015-12-01 00:00:00","ruby","2029"
"2015-12-01 00:00:00","swift","4383"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16648"
"2016-01-01 00:00:00","c#","12369"
"2016-01-01 00:00:00","c","3049"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6098"
"2016-01-01 00:00:00","php","14619"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","ruby","2145"
"2016-01-01 00:00:00","javascript","22538"
"2016-01-01 00:00:00","python","12359"
"2016-01-01 00:00:00","swift","4796"
"2016-01-01 00:00:00","r","3537"
"2016-02-01 00:00:00","c#","12746"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13264"
"2016-02-01 00:00:00","c++","6563"
"2016-02-01 00:00:00","java","17865"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3278"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22495"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14954"
"2016-02-01 00:00:00","swift","4764"
"2016-02-01 00:00:00","r","3598"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19934"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13621"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3451"
"2016-03-01 00:00:00","r","4046"
"2016-03-01 00:00:00","python","14080"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","javascript","24115"
"2016-03-01 00:00:00","php","15173"
"2016-03-01 00:00:00","c++","7029"
"2016-03-01 00:00:00","ruby","2262"
"2016-03-01 00:00:00","swift","5085"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13728"
"2016-04-01 00:00:00","python","13680"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19507"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6901"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","javascript","23474"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14503"
"2016-04-01 00:00:00","r","4129"
"2016-04-01 00:00:00","swift","4770"
"2016-05-01 00:00:00","javascript","23019"
"2016-05-01 00:00:00","c#","13507"
"2016-05-01 00:00:00","c","2723"
"2016-05-01 00:00:00","python","13116"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17048"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","c++","6140"
"2016-05-01 00:00:00","php","14484"
"2016-05-01 00:00:00","r","3801"
"2016-05-01 00:00:00","go","580"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","swift","4440"
"2016-06-01 00:00:00","java","15930"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","php","13669"
"2016-06-01 00:00:00","c","2302"
"2016-06-01 00:00:00","c#","13073"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c++","5723"
"2016-06-01 00:00:00","javascript","22164"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12918"
"2016-06-01 00:00:00","swift","4806"
"2016-07-01 00:00:00","c++","5475"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12012"
"2016-07-01 00:00:00","java","14959"
"2016-07-01 00:00:00","javascript","22216"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2350"
"2016-07-01 00:00:00","ruby","1902"
"2016-07-01 00:00:00","php","12952"
"2016-07-01 00:00:00","swift","4946"
"2016-07-01 00:00:00","perl","423"
"2016-07-01 00:00:00","python","12846"
"2016-07-01 00:00:00","r","3745"
"2016-08-01 00:00:00","python","12927"
"2016-08-01 00:00:00","java","15192"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22682"
"2016-08-01 00:00:00","c","2217"
"2016-08-01 00:00:00","c#","12725"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","ruby","1880"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5019"
"2016-08-01 00:00:00","php","12913"
"2016-08-01 00:00:00","swift","4912"
"2016-08-01 00:00:00","go","575"
"2016-08-01 00:00:00","r","3787"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14695"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c#","11112"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","c","2511"
"2016-09-01 00:00:00","php","12174"
"2016-09-01 00:00:00","python","12349"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","javascript","20468"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","c++","5145"
"2016-09-01 00:00:00","ruby","1927"
"2016-09-01 00:00:00","swift","4877"
"2016-10-01 00:00:00","php","12287"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11459"
"2016-10-01 00:00:00","c++","5978"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3213"
"2016-10-01 00:00:00","python","13509"
"2016-10-01 00:00:00","javascript","20451"
"2016-10-01 00:00:00","java","15347"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","perl","406"
"2016-10-01 00:00:00","swift","4734"
"2016-10-01 00:00:00","r","3788"
"2016-11-01 00:00:00","c","3267"
"2016-11-01 00:00:00","c#","11661"
"2016-11-01 00:00:00","javascript","20529"
"2016-11-01 00:00:00","python","14189"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","delphi","273"
