m,TagName,
"2016-11-01 00:00:00","java","15663"
"2016-11-01 00:00:00","ruby","1759"
"2016-11-01 00:00:00","c++","6091"
"2016-11-01 00:00:00","php","11972"
"2016-11-01 00:00:00","r","3563"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4367"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","java","13857"
"2016-12-01 00:00:00","r","3152"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","javascript","19817"
"2016-12-01 00:00:00","c","2799"
"2016-12-01 00:00:00","c#","10692"
"2016-12-01 00:00:00","php","11489"
"2016-12-01 00:00:00","go","497"
"2016-12-01 00:00:00","ruby","1628"
"2016-12-01 00:00:00","python","13062"
"2016-12-01 00:00:00","c++","5235"
"2016-12-01 00:00:00","swift","3941"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c++","5651"
"2017-01-01 00:00:00","java","14581"
"2017-01-01 00:00:00","c#","11694"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21419"
"2017-01-01 00:00:00","c","2760"
"2017-01-01 00:00:00","go","561"
"2017-01-01 00:00:00","php","12641"
"2017-01-01 00:00:00","ruby","1823"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","swift","4345"
"2017-01-01 00:00:00","python","14296"
"2017-01-01 00:00:00","r","3493"
"2017-02-01 00:00:00","python","14786"
"2017-02-01 00:00:00","java","14582"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21194"
"2017-02-01 00:00:00","c","2728"
"2017-02-01 00:00:00","c#","11500"
"2017-02-01 00:00:00","perl","403"
"2017-02-01 00:00:00","ruby","1628"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5173"
"2017-02-01 00:00:00","php","12518"
"2017-02-01 00:00:00","swift","4068"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3682"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","374"
"2017-03-01 00:00:00","c++","6230"
"2017-03-01 00:00:00","c","2970"
"2017-03-01 00:00:00","c#","12994"
"2017-03-01 00:00:00","java","17326"
"2017-03-01 00:00:00","python","17139"
"2017-03-01 00:00:00","perl","414"
"2017-03-01 00:00:00","javascript","23726"
"2017-03-01 00:00:00","r","4604"
"2017-03-01 00:00:00","ruby","1791"
"2017-03-01 00:00:00","go","653"
"2017-03-01 00:00:00","swift","4621"
"2017-03-01 00:00:00","php","14088"
"2017-04-01 00:00:00","c#","11096"
"2017-04-01 00:00:00","c","2860"
"2017-04-01 00:00:00","c++","5885"
"2017-04-01 00:00:00","python","15651"
"2017-04-01 00:00:00","javascript","21253"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12440"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","ruby","1489"
"2017-04-01 00:00:00","java","15942"
"2017-04-01 00:00:00","swift","3924"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4264"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16352"
"2017-05-01 00:00:00","r","4319"
"2017-05-01 00:00:00","php","13050"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2745"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","c#","11993"
"2017-05-01 00:00:00","python","16192"
"2017-05-01 00:00:00","javascript","22401"
"2017-05-01 00:00:00","c++","5305"
"2017-05-01 00:00:00","go","587"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4101"
"2017-06-01 00:00:00","javascript","21598"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","c","2354"
"2017-06-01 00:00:00","go","575"
"2017-06-01 00:00:00","c#","11310"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4694"
"2017-06-01 00:00:00","python","16033"
"2017-06-01 00:00:00","java","14628"
"2017-06-01 00:00:00","r","4450"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4207"
"2017-06-01 00:00:00","php","11777"
"2017-07-01 00:00:00","c#","11210"
"2017-07-01 00:00:00","javascript","21622"
"2017-07-01 00:00:00","python","16924"
"2017-07-01 00:00:00","c","2052"
"2017-07-01 00:00:00","java","14158"
"2017-07-01 00:00:00","php","11795"
"2017-07-01 00:00:00","c++","5025"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","swift","4354"
"2017-07-01 00:00:00","ruby","1522"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4587"
"2017-08-01 00:00:00","java","13766"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10956"
"2017-08-01 00:00:00","c","2048"
"2017-08-01 00:00:00","python","16469"
"2017-08-01 00:00:00","go","611"
"2017-08-01 00:00:00","c++","4796"
"2017-08-01 00:00:00","javascript","21365"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","swift","4190"
"2017-08-01 00:00:00","r","4571"
"2017-08-01 00:00:00","php","11665"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9877"
"2017-09-01 00:00:00","c","2101"
"2017-09-01 00:00:00","python","15460"
"2017-09-01 00:00:00","java","12767"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4478"
"2017-09-01 00:00:00","perl","298"
"2017-09-01 00:00:00","javascript","19004"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","php","10707"
"2017-09-01 00:00:00","swift","3781"
"2017-10-01 00:00:00","javascript","19882"
"2017-10-01 00:00:00","c","2786"
"2017-10-01 00:00:00","c#","10239"
"2017-10-01 00:00:00","php","10843"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","333"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16957"
"2017-10-01 00:00:00","java","14026"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5223"
"2017-10-01 00:00:00","r","4544"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","swift","3906"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14195"
"2017-11-01 00:00:00","r","4515"
"2017-11-01 00:00:00","php","10614"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2959"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9801"
"2017-11-01 00:00:00","python","17002"
"2017-11-01 00:00:00","javascript","19422"
"2017-11-01 00:00:00","c++","5040"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3677"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c++","4462"
"2017-12-01 00:00:00","c#","8616"
"2017-12-01 00:00:00","java","11992"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","16993"
"2017-12-01 00:00:00","go","529"
"2017-12-01 00:00:00","c","2199"
"2017-12-01 00:00:00","php","9153"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3209"
"2017-12-01 00:00:00","python","14951"
"2017-12-01 00:00:00","r","3719"
"2018-01-01 00:00:00","python","16252"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12361"
"2018-01-01 00:00:00","javascript","18925"
"2018-01-01 00:00:00","c#","9391"
"2018-01-01 00:00:00","c","2220"
"2018-01-01 00:00:00","c++","4760"
"2018-01-01 00:00:00","ruby","1163"
"2018-01-01 00:00:00","swift","3758"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10138"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4200"
"2018-02-01 00:00:00","java","12050"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","284"
"2018-02-01 00:00:00","c#","8590"
"2018-02-01 00:00:00","c","2149"
"2018-02-01 00:00:00","python","16334"
"2018-02-01 00:00:00","go","582"
"2018-02-01 00:00:00","c++","4571"
"2018-02-01 00:00:00","javascript","17229"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","swift","3417"
"2018-02-01 00:00:00","r","4507"
"2018-02-01 00:00:00","php","9144"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19168"
"2018-03-01 00:00:00","c#","9799"
"2018-03-01 00:00:00","c","2478"
"2018-03-01 00:00:00","python","17910"
"2018-03-01 00:00:00","c++","5196"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","612"
"2018-03-01 00:00:00","perl","289"
"2018-03-01 00:00:00","ruby","1063"
"2018-03-01 00:00:00","java","13584"
"2018-03-01 00:00:00","php","9855"
"2018-03-01 00:00:00","r","5106"
"2018-03-01 00:00:00","swift","4066"
"2018-04-01 00:00:00","java","13505"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2198"
"2018-04-01 00:00:00","c#","9256"
"2018-04-01 00:00:00","javascript","17971"
"2018-04-01 00:00:00","php","8948"
"2018-04-01 00:00:00","c++","4671"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","254"
"2018-04-01 00:00:00","python","16988"
"2018-04-01 00:00:00","r","4736"
"2018-04-01 00:00:00","go","622"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3579"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9938"
"2018-05-01 00:00:00","c++","4692"
"2018-05-01 00:00:00","python","17584"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18084"
"2018-05-01 00:00:00","c","2374"
"2018-05-01 00:00:00","java","13483"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","swift","3628"
"2018-05-01 00:00:00","php","9486"
"2018-05-01 00:00:00","r","4733"
"2018-06-01 00:00:00","c","1841"
"2018-06-01 00:00:00","c#","8797"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4107"
"2018-06-01 00:00:00","java","11809"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","javascript","17197"
"2018-06-01 00:00:00","r","4490"
"2018-06-01 00:00:00","go","676"
"2018-06-01 00:00:00","php","8449"
"2018-06-01 00:00:00","python","16817"
"2018-06-01 00:00:00","ruby","992"
"2018-06-01 00:00:00","swift","3157"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11774"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9415"
"2018-07-01 00:00:00","go","693"
"2018-07-01 00:00:00","c","1606"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","python","17937"
"2018-07-01 00:00:00","r","4407"
"2018-07-01 00:00:00","javascript","17817"
"2018-07-01 00:00:00","php","8571"
"2018-07-01 00:00:00","c++","3919"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3679"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9531"
"2018-08-01 00:00:00","python","17823"
"2018-08-01 00:00:00","c","1691"
"2018-08-01 00:00:00","java","11374"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3933"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17925"
"2018-08-01 00:00:00","ruby","881"
"2018-08-01 00:00:00","php","8545"
"2018-08-01 00:00:00","r","4129"
"2018-08-01 00:00:00","swift","3595"
"2018-09-01 00:00:00","c#","8413"
"2018-09-01 00:00:00","c++","3774"
"2018-09-01 00:00:00","python","16088"
"2018-09-01 00:00:00","c","1857"
"2018-09-01 00:00:00","assembly","262"
"2018-09-01 00:00:00","javascript","16080"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","678"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7742"
"2018-09-01 00:00:00","java","10830"
"2018-09-01 00:00:00","ruby","780"
"2018-09-01 00:00:00","r","3795"
"2018-09-01 00:00:00","swift","3152"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12624"
"2018-10-01 00:00:00","php","8269"
"2018-10-01 00:00:00","r","4387"
"2018-10-01 00:00:00","c#","9387"
"2018-10-01 00:00:00","c","2482"
"2018-10-01 00:00:00","c++","4346"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","797"
"2018-10-01 00:00:00","javascript","17524"
"2018-10-01 00:00:00","ruby","904"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3294"
"2018-10-01 00:00:00","python","18253"
"2018-11-01 00:00:00","javascript","16281"
"2018-11-01 00:00:00","go","720"
"2018-11-01 00:00:00","python","18141"
"2018-11-01 00:00:00","c","2564"
"2018-11-01 00:00:00","c#","8538"
"2018-11-01 00:00:00","assembly","310"
"2018-11-01 00:00:00","java","11849"
"2018-11-01 00:00:00","c++","4404"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","836"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","2998"
"2018-11-01 00:00:00","r","4269"
"2018-11-01 00:00:00","php","7188"
"2018-12-01 00:00:00","javascript","14385"
"2018-12-01 00:00:00","java","10576"
"2018-12-01 00:00:00","c#","7609"
"2018-12-01 00:00:00","c","2232"
"2018-12-01 00:00:00","php","6317"
"2018-12-01 00:00:00","python","15860"
"2018-12-01 00:00:00","c++","3608"
"2018-12-01 00:00:00","assembly","234"
"2018-12-01 00:00:00","ruby","810"
"2018-12-01 00:00:00","delphi","176"
"2018-12-01 00:00:00","swift","2796"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3433"
"2019-01-01 00:00:00","delphi","218"
"2019-01-01 00:00:00","java","11153"
"2019-01-01 00:00:00","assembly","227"
"2019-01-01 00:00:00","c#","8830"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2318"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","17097"
"2019-01-01 00:00:00","r","3983"
"2019-01-01 00:00:00","javascript","16115"
"2019-01-01 00:00:00","php","7296"
"2019-01-01 00:00:00","c++","3938"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2928"
"2019-02-01 00:00:00","assembly","229"
"2019-02-01 00:00:00","c#","8423"
"2019-02-01 00:00:00","python","17674"
"2019-02-01 00:00:00","c","2080"
"2019-02-01 00:00:00","java","11121"
"2019-02-01 00:00:00","delphi","192"
"2019-02-01 00:00:00","c++","3782"
"2019-02-01 00:00:00","go","632"
"2019-02-01 00:00:00","perl","254"
"2019-02-01 00:00:00","javascript","15810"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7413"
"2019-02-01 00:00:00","r","4293"
"2019-02-01 00:00:00","swift","2704"
"2019-03-01 00:00:00","java","12076"
"2019-03-01 00:00:00","c++","4436"
"2019-03-01 00:00:00","delphi","187"
"2019-03-01 00:00:00","assembly","275"
"2019-03-01 00:00:00","javascript","17350"
"2019-03-01 00:00:00","c","2389"
"2019-03-01 00:00:00","c#","8976"
"2019-03-01 00:00:00","php","7808"
"2019-03-01 00:00:00","go","725"
"2019-03-01 00:00:00","perl","232"
"2019-03-01 00:00:00","python","19937"
"2019-03-01 00:00:00","r","4506"
"2019-03-01 00:00:00","ruby","844"
"2019-03-01 00:00:00","swift","2960"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","javascript","16192"
"2019-04-01 00:00:00","assembly","306"
"2019-04-01 00:00:00","c#","9138"
"2019-04-01 00:00:00","php","7193"
"2019-04-01 00:00:00","c++","4381"
"2019-04-01 00:00:00","c","2432"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11184"
"2019-04-01 00:00:00","swift","3088"
"2019-04-01 00:00:00","python","19832"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4600"
"2019-05-01 00:00:00","c#","9035"
"2019-05-01 00:00:00","assembly","238"
"2019-05-01 00:00:00","c","2096"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","javascript","16153"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","java","11119"
"2019-05-01 00:00:00","go","675"
"2019-05-01 00:00:00","c++","4129"
"2019-05-01 00:00:00","php","6969"
"2019-05-01 00:00:00","r","4296"
"2019-05-01 00:00:00","python","18918"
"2019-05-01 00:00:00","swift","3116"
"2019-05-01 00:00:00","ruby","759"
"2019-06-01 00:00:00","java","9658"
"2019-06-01 00:00:00","javascript","14831"
"2019-06-01 00:00:00","c#","7615"
"2019-06-01 00:00:00","go","531"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","php","6024"
"2019-06-01 00:00:00","c++","3647"
"2019-06-01 00:00:00","c","1729"
"2019-06-01 00:00:00","python","17249"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","swift","3098"
"2019-06-01 00:00:00","r","3954"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","assembly","188"
"2019-07-01 00:00:00","c++","4267"
"2019-07-01 00:00:00","c","1761"
"2019-07-01 00:00:00","c#","8452"
"2019-07-01 00:00:00","java","10853"
"2019-07-01 00:00:00","python","19781"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16174"
"2019-07-01 00:00:00","r","4211"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","go","637"
"2019-07-01 00:00:00","swift","3052"
"2019-07-01 00:00:00","php","6683"
"2019-08-01 00:00:00","c#","7723"
"2019-08-01 00:00:00","c","1556"
"2019-08-01 00:00:00","c++","3299"
"2019-08-01 00:00:00","python","18063"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","637"
"2019-08-01 00:00:00","javascript","15240"
"2019-08-01 00:00:00","assembly","168"
"2019-08-01 00:00:00","php","5819"
"2019-08-01 00:00:00","java","9114"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","195"
"2019-08-01 00:00:00","swift","2555"
"2019-08-01 00:00:00","r","3953"
"2019-09-01 00:00:00","java","9693"
"2019-09-01 00:00:00","c","2010"
"2019-09-01 00:00:00","c#","7852"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","javascript","14894"
"2019-09-01 00:00:00","c++","3781"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","php","5582"
"2019-09-01 00:00:00","go","623"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16902"
"2019-09-01 00:00:00","r","3946"
"2019-09-01 00:00:00","ruby","720"
"2019-09-01 00:00:00","swift","2563"
"2019-10-01 00:00:00","c#","8424"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c++","4843"
"2019-10-01 00:00:00","python","20474"
"2019-10-01 00:00:00","javascript","15997"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2486"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11239"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","php","6098"
"2019-10-01 00:00:00","swift","3110"
"2019-10-01 00:00:00","r","4386"
"2019-11-01 00:00:00","assembly","283"
"2019-11-01 00:00:00","c","2517"
"2019-11-01 00:00:00","c#","8036"
"2019-11-01 00:00:00","c++","4736"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10343"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15767"
"2019-11-01 00:00:00","php","6112"
"2019-11-01 00:00:00","r","4292"
"2019-11-01 00:00:00","go","612"
"2019-11-01 00:00:00","python","20641"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2894"
"2019-12-01 00:00:00","assembly","246"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9058"
"2019-12-01 00:00:00","c#","7224"
"2019-12-01 00:00:00","go","621"
"2019-12-01 00:00:00","python","18145"
"2019-12-01 00:00:00","c","2155"
"2019-12-01 00:00:00","c++","4211"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","669"
"2019-12-01 00:00:00","javascript","14327"
"2019-12-01 00:00:00","swift","2678"
"2019-12-01 00:00:00","r","3745"
"2019-12-01 00:00:00","php","5253"
"2020-01-01 00:00:00","assembly","230"
"2020-01-01 00:00:00","c#","7829"
"2020-01-01 00:00:00","c","2054"
"2020-01-01 00:00:00","python","20031"
"2020-01-01 00:00:00","java","10003"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4245"
"2020-01-01 00:00:00","r","4156"
"2020-01-01 00:00:00","go","653"
"2020-01-01 00:00:00","ruby","766"
"2020-01-01 00:00:00","javascript","16057"
"2020-01-01 00:00:00","swift","2910"
"2020-01-01 00:00:00","php","5921"
"2020-02-01 00:00:00","c#","7733"
"2020-02-01 00:00:00","c","1994"
"2020-02-01 00:00:00","c++","4105"
"2020-02-01 00:00:00","python","20093"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","666"
"2020-02-01 00:00:00","javascript","15793"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","php","5707"
"2020-02-01 00:00:00","java","10082"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2768"
"2020-02-01 00:00:00","r","4695"
"2020-03-01 00:00:00","java","11105"
"2020-03-01 00:00:00","go","659"
"2020-03-01 00:00:00","c","2497"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","c#","7809"
"2020-03-01 00:00:00","python","22785"
"2020-03-01 00:00:00","c++","4663"
"2020-03-01 00:00:00","assembly","298"
"2020-03-01 00:00:00","javascript","17608"
"2020-03-01 00:00:00","perl","200"
"2020-03-01 00:00:00","r","5127"
"2020-03-01 00:00:00","php","5707"
"2020-03-01 00:00:00","swift","2927"
"2020-03-01 00:00:00","ruby","712"
"2020-04-01 00:00:00","java","12677"
"2020-04-01 00:00:00","assembly","380"
"2020-04-01 00:00:00","c++","6242"
"2020-04-01 00:00:00","c#","8617"
"2020-04-01 00:00:00","c","3257"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","javascript","20970"
"2020-04-01 00:00:00","go","803"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6688"
"2020-04-01 00:00:00","ruby","771"
"2020-04-01 00:00:00","python","27722"
"2020-04-01 00:00:00","swift","3464"
"2020-04-01 00:00:00","r","6176"
"2020-05-01 00:00:00","java","12092"
"2020-05-01 00:00:00","c#","8638"
"2020-05-01 00:00:00","assembly","356"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","c","3388"
"2020-05-01 00:00:00","javascript","21550"
"2020-05-01 00:00:00","go","765"
"2020-05-01 00:00:00","c++","6445"
"2020-05-01 00:00:00","php","6580"
"2020-05-01 00:00:00","python","29554"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","ruby","698"
"2020-05-01 00:00:00","r","6021"
"2020-05-01 00:00:00","swift","3536"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","java","10870"
"2020-06-01 00:00:00","c++","5645"
"2020-06-01 00:00:00","c","2602"
"2020-06-01 00:00:00","php","5979"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c#","7931"
"2020-06-01 00:00:00","go","713"
"2020-06-01 00:00:00","javascript","19912"
"2020-06-01 00:00:00","perl","199"
"2020-06-01 00:00:00","python","27223"
"2020-06-01 00:00:00","r","5451"
"2020-06-01 00:00:00","ruby","616"
"2020-06-01 00:00:00","swift","3184"
"2020-07-01 00:00:00","delphi","194"
"2020-07-01 00:00:00","java","10503"
"2020-07-01 00:00:00","javascript","19958"
"2020-07-01 00:00:00","c++","5188"
"2020-07-01 00:00:00","c#","7839"
"2020-07-01 00:00:00","assembly","275"
"2020-07-01 00:00:00","c","2107"
"2020-07-01 00:00:00","python","26380"
"2020-07-01 00:00:00","php","5995"
"2020-07-01 00:00:00","r","4945"
"2020-07-01 00:00:00","go","649"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","swift","3005"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","javascript","18125"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","java","9394"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","c#","7107"
"2020-08-01 00:00:00","r","4509"
"2020-08-01 00:00:00","c","1899"
"2020-08-01 00:00:00","python","23162"
"2020-08-01 00:00:00","php","5024"
"2020-08-01 00:00:00","c++","4802"
"2020-08-01 00:00:00","go","716"
"2020-08-01 00:00:00","ruby","555"
"2020-08-01 00:00:00","swift","2704"
"2020-09-01 00:00:00","java","9742"
"2020-09-01 00:00:00","delphi","177"
"2020-09-01 00:00:00","c","2227"
"2020-09-01 00:00:00","c#","6815"
"2020-09-01 00:00:00","javascript","17972"
"2020-09-01 00:00:00","assembly","301"
"2020-09-01 00:00:00","c++","4072"
"2020-09-01 00:00:00","go","765"
"2020-09-01 00:00:00","r","5028"
"2020-09-01 00:00:00","perl","165"
"2020-09-01 00:00:00","ruby","534"
"2020-09-01 00:00:00","python","23174"
"2020-09-01 00:00:00","swift","2778"
"2020-09-01 00:00:00","php","5150"
"2020-10-01 00:00:00","c#","6978"
"2020-10-01 00:00:00","c++","4688"
"2020-10-01 00:00:00","python","26311"
"2020-10-01 00:00:00","assembly","380"
"2020-10-01 00:00:00","java","10730"
"2020-10-01 00:00:00","c","2510"
"2020-10-01 00:00:00","go","647"
"2020-10-01 00:00:00","javascript","19093"
"2020-10-01 00:00:00","delphi","193"
"2020-10-01 00:00:00","ruby","548"
"2020-10-01 00:00:00","r","5787"
"2020-10-01 00:00:00","swift","2740"
"2020-10-01 00:00:00","perl","174"
"2020-10-01 00:00:00","php","5406"
"2020-11-01 00:00:00","c","2895"
"2020-11-01 00:00:00","delphi","210"
"2020-11-01 00:00:00","go","600"
"2020-11-01 00:00:00","javascript","18116"
"2020-11-01 00:00:00","java","10260"
"2020-11-01 00:00:00","c#","6789"
"2020-11-01 00:00:00","assembly","411"
"2020-11-01 00:00:00","python","25883"
"2020-11-01 00:00:00","perl","152"
"2020-11-01 00:00:00","c++","4724"
"2020-11-01 00:00:00","php","5520"
"2020-11-01 00:00:00","ruby","585"
"2020-11-01 00:00:00","r","5672"
"2020-11-01 00:00:00","swift","2623"
"2020-12-01 00:00:00","delphi","212"
